*,2004 Bows
=,MFG,MDL,IBO,A2A,BH,DL,DW,PLO,CAM,STR,CBL,CTL
-,Alpine
Nomad G2,301,36.88,7.25,27-31,40-70,65-80,Single,0,0,0
Nomad LS,309,36.38,6.63,27-31,40-70,70,Twin,0,0,0
Scorpion ETS,316,35.63,6.88,25.5-30,40-70,80,Hybrid,0,0,0
Scorpion G3,306,35.25,7.31,26-30,40-70,65-80,Single,0,0,0
Tundra G2,301,36.88,7.25,27-31,40-70,65-80,Single,0,0,0
Tundra LS,309,36.38,6.63,27-31,40-70,70,Twin,0,0,0
Wolverine ETS,298,30.5,8.25,25.8-30.3,40-70,80,Hybrid,0,0,0
Wolverine G3,293,30.38,8.63,26-30,40-70,65-80,Single,0,0,0
-,Concept
FITA 42,298-304,42.0,7.5,24-32,30-70,65/75,Twin,0,0,0
FITA 46,294-300,42.0,7.5,27-32,30-70,65/75,Twin,0,0,0
32,292-298,32.25,7.0,24-31,30-70,65/80/99,1Cam Hard,0,0,0
Stelth,323-327,36.0,6.25,26-31,40-70,65/80,Twin,0,0,0
C99,309-314,36.0,6.4,24-31,40-70,80/99,1Cam Hard,0,0,0
P50,309-314,36.0,7.5,24-31,40-70,80/99,1Cam Hard,0,0,0
-,Darton
Cadet,175,32.75,6.25,19-26,15-45,35,Single,0,0,0
Exciter,180,33,6.63,21.5-25.5,20-45,80,Single,0,0,0
Explorer I,170,32.13,5.06,18-20,15-25,65,Twin,0,0,0
Explorer II,220,34.38,5.75,23-26,35-45,65,Twin,0,0,0
Magnum Extreme,312,32.63,6.75,25.5-30,50-70,70/80,Hybrid,0,0,0
Maverick Extreme,318,38,6.5,26.8-31.3,50-70,70/80,Hybrid,0,0,0
Typhoon,308,37,7,26.8-31.8,50-70,70/80,Hybrid,0,0,0
Vapor,304,35.13,7.38,26-30,50-70,80,Hybrid,0,0,0
-,Forge
Duster,308,32.0,7.0,24-39,55-70,80,Single,0,0,0
CW33,300,32.5,8.5,25-31,35-63,80,Single,0,0,0
PF34,311,34.0,7.75,25-30,45-70,80,Single,0,0,0
PF36,308,36.0,8.5,26-31,55-70,80,Single,0,0,0
F2,319,38.8,7.75,26-31.5,50-70,80,Single,0,0,0
F2 XL,308,40.5,8.5,27-32.25,50-70,80,Single,0,0,0
X Star,280,43.5,8.5,27.5-33.5,50-70,80,Single,0,0,0
LS1050,308,33.5,5.875,22-27,10-50,70,Twin,0,0,0
FS2050,308,33.5,7.125,27-31,20-60,70,Twin,0,0,0
Cheetah,305,32.5,8.5,25-31,60-80,80,Single,0,0,0
-,HoytUSA
DynaTec,306,32.5,7,24-30,40-80,65/75,Hybrid,0,0,0
ProElite LX Pro,274,47,8.25,29-35,30-80,65/75,Hybrid,0,0,0
ProElite LX Pro Accuwheel,255,47,8.25,25-33,30-80,65,Twin,0,0,0
ProElite XT2000,296,38,8.25,26-32,30-80,65/75,Hybrid,0,0,0
ProElite XT2000 Spiral,305,38,8.25,26-33,30-80,55-65,Hybrid,0,0,0
ProElite XT3000,292,41.5,8.25,27-33,30-80,65/75,Hybrid,0,0,0
ProElite XT3000 Spiral,302,41.5,8.25,28-34,30-80,55-65,Hybrid,0,0,0
ProTec LX Pro,274,47.5,8.25,29-35,30-80,65/75,Hybrid,0,0,0
Protec LX Pro Accuwheel,255,47.5,8.25,25-33,30-80,65,Twin,0,0,0
ProTec XT 2000,296,38,8.25,26-32,30-80,65/75,Hybrid,0,0,0
Protec XT 2000 Spiral,305,38,8.25,26-33,30-80,55-65,Hybrid,0,0,0
ProTec XT 3000,292,41.5,8.25,27-33,30-80,65/75,Hybrid,0,0,0
RazorTec,310,33,7.25,24-30,30-80,65/75,Hybrid,0,0,0
SierraTec XT2000,285,33,6.5,23-28,30-60,65/75,Hybrid,0,0,0
SierraTec XT3000,282,36,6.5,25-28,30-60,65/75,Hybrid,0,0,0
SuperTec,330,35,6,23-30,30-80,65/75,Hybrid,0,0,0
UltraElite LX Pro,290,47,7.13,28-34,30-80,65/75,Hybrid,0,0,0
UltraElite LX Pro Accuwheel,267,47,7.13,24-31,30-80,65,Twin,0,0,0
UltraElite XT 2000,310,38,7.13,25-31,30-80,65/75,Hybrid,0,0,0
UltraElite XT 2000 Spiral,320,38,7.13,25-31,30-80,55-65,Hybrid,0,0,0
UltraElite XT 3000,300,41.5,7.13,26-32,30-80,65/75,Hybrid,0,0,0
UltraElite XT 3000 Spiral,310,41.5,7.13,26-33,30-80,55-65,Hybrid,0,0,0
UltraMag,305,36,7.13,24-30,30-80,65/75,Hybrid,0,0,0
UltraSport,300,36,7.25,25-31,30-80,65/75,Hybrid,0,0,0
UltraTec XT 2000,308,37.5,7,25-31,30-80,65/75,Hybrid,0,0,0
UltraTec XT 2000 Spiral,317,37.5,7,25-31,30-80,55-65,Hybrid,0,0,0
UltraTec XT 3000,298,40.5,7,25-31,30-80,65/75,Hybrid,0,0,0
UltraTec XT 3000 Spiral,310,40.5,7,26-33,30-80,55-65,Hybrid,0,0,0
ViperTec,300,32,7.5,24-30,30-80,65/75,Hybrid,0,0,0
XTec,310,35.5,7,24-30,40-80,65/75,Hybrid,0,0,0
-,Martin
Cougar III Elite Nitrous,315,42.38,7,25-33,30-70,65/75,Twin,0,0,0
Cougar III Mag Dyna-Cam,315,36.5,6.63,25-30,30-70,65/75,Single,0,0,0
Cougar III Mag Nitrous,320,36.5,6.63,22-30,30-70,65/75,Twin,0,0,0
Cougar III Mag Tru-Arc,305,36.5,6.63,26-30,30-70,65/75,Hybrid,0,0,0
Cougar III Magnum Dyna-Cam,315,36.5,6.63,25-30,50-70,65/75,Single,0,0,0
Cougar III Magnum Nitrous,320,36.5,6.63,22-30,50-70,65,Twin,0,0,0
Cougar III Magnum Tru-Arc,305,36.5,6.63,26-30,50-70,65/75,Hybrid,0,0,0
Cougar III Dyna-Cam,300,32.5,7.63,26-30,50-70,65/75,Single,0,0,0
Cougar III SE Dyna-Cam,295,32.5,7.63,26-30,30-70,65/75,Single,0,0,0
Cougar III Tru-Arc,295,32.5,7.63,26-30,50-70,65/75,Hybrid,0,0,0
Cougar III SE Tru-Arc,300,32.5,7.63,26-30,30-70,65/75,Hybrid,0,0,0
Cougar III Tru-Arc40,300,40.13,7,28-32,30-70,65/75,Hybrid,0,0,0
Jaguar Magnum Dyna-Cam,310,32.25,6.88,25-30,40-70,65/75,Single,0,0,0
Jaguar Nitrous,310,36.25,7.5,24-32,40-70,65/75,Twin,0,0,0
Martin Tracer Mag Dyna-Cam,305,32,7.5,26-31,40-70,65/75,Single,0,0,0
Martin Tracer Mag Tru-Arc,300,32,7.5,27-31,40-70,65/75,Hybrid,0,0,0
Phantom II Dyna-Cam,305,39.38,7.38,27-32,40-70,65/75,Single,0,0,0
Phantom II Magnum Dyna-Cam,310,33.14,6.75,26-31,40-70,65/75,Single,0,0,0
Phantom II Tru-Arc,300,39.38,7.38,28-32,40-70,65/75,Hybrid,0,0,0
Phanton II Elite Nitrous,315,38.38,7.38,25-33,40-70,65/75,Twin,0,0,0
Phanton II Magnum Tru-Arc,305,33.14,6.75,27-31,40-70,65/75,Hybrid,0,0,0
Prowler Dyna-Cam,300,33.5,8.5,26-31,50-70,65/75,Single,0,0,0
Prowler SE Dyna-Cam,295,33.5,8.5,26-31,30-70,65/75,Single,0,0,0
Prowler Tru-Arc,295,33.5,8.5,27-31,50-70,65/75,Hybrid,0,0,0
Prowler SE Tru-Arc,300,33.5,8.5,27-31,30-70,65/75,Hybrid,0,0,0
RazorX Dyna-Cam SE,295,35,8.88,26-31,30-70,65/75,Single,0,0,0
RazorX Nitrous Elite,300,45,8,28-36,30-70,65/75,Twin,0,0,0
RazorX Tru-Arc SE,285,35,8.88,27-31,30-70,65/75,Hybrid,0,0,0
Scepter III Nitrous,300,43.38,8.38,27-35,30-70,65/75,Twin,0,0,0
Scepter III Tru-Arc,285,43.38,8.38,29-33,30-70,65/75,Hybrid,0,0,0
Slayr Dyna-Cam,310,35,6.75,27-31,40-70,65/75,Single,0,0,0
Slayr Nitrous,325,35,6.75,25-33,40-70,65/75,Twin,0,0,0
Slayr Tru-Arc,305,35,6.75,27-31,40-70,65/75,Hybrid,0,0,0
Tiger Mini-Z,220,31.5,5.38,17-23,25-40,65,Twin,0,0,0
Tracer Magnum Dyna-Cam,305,32,7.5,26-31,40-70,65/75,Single,0,0,0
Tracer Magnum Tru-Arc,300,32,7.5,27-31,40-70,65/75,Hybrid,0,0,0
-,Mathews
Black Max II - BM Cam,330,36,5.5,25-30,40-70,50/65/80,Single,0,0,0
Black Max II - TurboMax,340,36,5.5,25-30,40-70,50/65/80,Single,0,0,0
Classic,312,36,7,27-31,40-70,65/80,Single,0,0,0
Conquest III,310,41,7,28-32,40-70,60/80,Single,0,0,0
Conquest III - Mini Cam,290,41,7,24-29,40-70,65,Single,0,0,0
FX,308,34,7.5,23-31,40-70,65/80,Single,0,0,0
Icon,300,37,7.63,24-30,40-70,70,Single,0,0,0
Legacy,308,34,7.5,24-30,40-70,70,Single,0,0,0
LX,315,35,6.63,25-30,40-70,65/80,Single,0,0,0
Mustang,280,31,5.75,19-26,20-50,70,Single,0,0,0
Outback,310,31.5,7.63,26-30,40-70,65/80,Single,0,0,0
Ovation,302,40,8,28-32,40-70,65/80,Single,0,0,0
-,McPherson
38 Special,305,38,7.75,25-32,40-70,65/75/85,Single,0,0,0
Edge,310,34,7.63,28-30,40-70,75,Hybrid,0,0,0
Hornet VX,307,31,8.75,24-31,40-70,65/75/85,Single,0,0,0
SVS VX,315,35,6.5,25-30,30-70,65/75/85,Single,0,0,0
-,Merlin
Max3000 Omega,298,39.75,7.2,25-31,30-70,65/70,Hybrid,0,0,0
Max3000 R2 Turbo,308,39.75,7.2,25-31,30-70,65,Twin,0,0,0
Max3000 R2 Target,298,39.75,7.2,25-31,30-70,65,Twin,0,0,0
Max3000 TWheel,283,39.75,7.2,25-31,30-70,55/65,Twin,0,0,0
Max Xtreme,290,33.0,8.0,27-31,40-70,65/70,Hybrid,0,0,0
SuperNova Omega,280,40.25,9.0,25-31,30-70,65/70,Hybrid,0,0,0
SuperNova R2 Turbo,290,40.25,9.0,25-31,30-70,65,Twin,0,0,0
SuperNova R2 Target,280,40.25,9.0,25-31,30-70,65,Twin,0,0,0
SuperNova TWheel,265,40.25,9.0,25-31,30-70,55/65,Twin,0,0,0
Quest35 Omega,290,35.0,8.0,25-31,30-70,65/70,Hybrid,0,0,0
Quest35 R2 Turbo,300,35.0,8.0,25-31,30-70,65,Twin,0,0,0
Quest35 R2 Target,290,35.0,8.0,25-31,30-70,65,Twin,0,0,0
Quest35 TWheel,275,35.0,8.0,25-31,30-70,55/65,Twin,0,0,0
Vision Omega,298,39.75,7.2,25-31,30-70,65/70,Hybrid,0,0,0
Vision R2 Turbo,308,39.75,7.2,25-31,30-70,65,Twin,0,0,0
Vision R2 Target,298,39.75,7.2,25-31,30-70,65,Twin,0,0,0
Vision TWheel,283,39.75,7.2,25-31,30-70,55/65,Twin,0,0,0
-,Newberry
B1,315,36.5,7.25,24-31,40-70,70,1Cam Hard,0,0,0
SB1,325,34.5,6.75,23-30,40-70,70,1Cam Hard,0,0,0
LB1,301,37.5,8.0,29-31.5,40-70,65,1Cam Hard,0,0,0
L1 TDC,305,37.0,8.0,25-32,40-70,70,Hybrid,0,0,0
-,Oneida Eagle
ESC Black Eagle SS,290,44.0,6.25,25-28,35-80,40-80,Hybrid,0,0,0
ESC Black Eagle S,295,44.75,7.25,27-30,35-80,40-80,Hybrid,0,0,0
ESC Black Eagle MLF,300,44.0,6.25,27-30,35-80,40-80,Hybrid,0,0,0
ESC Black Eagle M,305,45.5,6.5,28-31.5,35-80,40-80,Hybrid,0,0,0
ESC Black Eagle L,300,46.75,8.25,32-34,35-80,40-80,Hybrid,0,0,0
Pro Eagle S,295,46.5,7.5,27-30.5,35-80,40-80,Hybrid,0,0,0
Pro Eagle M,305,46.5,7.5,28-32.5,35-80,40-80,Hybrid,0,0,0
Osprey SS,290,44.0,6.25,25-28,35-80,40-80,Hybrid,0,0,0
Osprey S,295,44.75,7.25,27-30,35-80,40-80,Hybrid,0,0,0
Osprey MLF,300,44.0,6.25,27-30,35-80,40-80,Hybrid,0,0,0
Osprey M,305,45.5,6.5,28-31.5,35-80,40-80,Hybrid,0,0,0
Talon SS,290,44.0,6.25,25-28,35-80,40-80,Hybrid,0,0,0
Talon S,295,44.75,7.25,27-30,35-80,40-80,Hybrid,0,0,0
Talon MLF,300,44.0,6.25,27-30,35-80,40-80,Hybrid,0,0,0
Talon M,305,45.5,6.5,28-31.5,35-80,40-80,Hybrid,0,0,0
Hawk,265,40.375,6.25,22-25.5,25-55,40-80,Hybrid,0,0,0
-,Parker
Buck Hunter,286,35.5,7,27-31,40-70,65/80,Twin,0,0,0
Challenger,225,32.5,6.25,23-27,20-50,65/80,Single,0,0,0
Extreme Hunter Mag,307,36,7.5,25-32,40-70,65/80,Single,0,0,0
Extreme Ultra-Lite 31,310,31,7,23-30,40-70,65/80,Single,0,0,0
EZ-Draw 33,284,33,7.25,26-31,40-70,65/80,Single,0,0,0
Hunter Mag,302,37,7,25-32,40-70,65/80,Single,0,0,0
Junior Mag,210,31.5,6,19-24,25-40,65,Twin,0,0,0
Phoenix 32,315,32,6.75,25-30,40-70,65/80,Single,0,0,0
Phoenix 34,310,34,7.25,26-31,40-70,65/80,Single,0,0,0
Phoenix 36,305,36,6.75,26-31,40-70,65/80,Single,0,0,0
Phoenix EZ-Draw,285,34,7.75,26-31,40-70,65/80,Single,0,0,0
-,Pearson
Bulldog,310,31.5,7.75,25-30,40-70,65/75/85,Single,0,0,0
Dagger,312,32.38,7.5,25-30,40-70,65/75/85,Single,0,0,0
Diamondback VX,295,32,8,25-32,40-70,65/75/85,Single,0,0,0
Freedom,305,35,7.13,25-30,40-70,65/75/85,Single,0,0,0
Pathfinder,250,30.25,5.75,18-28,30-60,65,Twin,0,0,0
Spoiler,305,33,7.88,24-31,40-70,65/75/85,Single,0,0,0
-,PSE
Bruin L3,290,36,8,28-32,50-70,65/80,Single,0,0,0
Bruin Rimfire,295,35,7.75,25-30,30-70,70,Single,0,0,0
Bruin Synergy 8,298,36,7.25,26-30,50-70,70,Twin,0,0,0
Dakota,303,41,7.25,28-30,50-70,70,Twin,0,0,0
Deer Hunter Combo,265,38,7.75,23-30,30-65,65,Twin,0,0,0
Firestorm Lite CF,300,30,8,26-30,40-70,65/80,Single,0,0,0
Firestorm Lite Rimfire,285,30,8,23-28,30-60,70,Single,0,0,0
Mach 12,318,38,6.33,25-30,50-80,65/80,Single,0,0,0
Mach-Pro Target RF,300,37.5,7.75,25-30,40-60,70,Single,0,0,0
Mach-Pro Target S8,285,39.75,8,27-31,40-60,70,Twin,0,0,0
Nova L3,295,36.5,7.5,27-31,50-70,65/80,Single,0,0,0
Nova Synergy 8,295,38.5,7.5,24-30,20-70,70,Twin,0,0,0
Outlaw Synergy 4,210,32.5,6.5,17-21,15-35,65,Twin,0,0,0
Primos STL,305,37,7.5,26-31,50-70,65/80,Single,0,0,0
Scorpion,305,33,8,25-30,40-70,65/80,Single,0,0,0
Spyder Rimfire,285,35,6.5,23-28,30-70,70,Single,0,0,0
Spyder S4,240,32,6,16-25,25-45,65,Twin,0,0,0
Supra Target Rimfire,298,37.25,7.5,25-30,40-60,70,Single,0,0,0
Supra Target S8,300,39.75,7.5,26-30,40-60,70,Twin,0,0,0
Triton,300,32,8,25-30,50-70,65/80,Single,0,0,0
Typhoon,298,33,7.75,26-30,40-70,65/80,Single,0,0,0
Venom,305,35,7.75,25-30,50-70,65/80,Single,0,0,0
-,Reflex
Buckskin,306,34,7.5,25-30,30-70,65/75,Hybrid,0,0,0
Caribou,254,45.88,9,28-31,40-70,65,Twin,0,0,0
Excursion,295,34.5,8.38,25-30,30-70,65/75,Hybrid,0,0,0
Gamegetter,295,39.5,7.75,25-30,30-70,65/75,Hybrid,0,0,0
Grizzly,305,37.5,7.25,25-30,30-70,65/75,Hybrid,0,0,0
Timberwolf,315,36,6,27-30,40-70,65/75,Hybrid,0,0,0
-,Renegade
SX-5,300,31.5,7.125,24-30,25-80,65-80,Single,0,0,0
Alpha-1,292,31.5,8.125,25-31,25-80,65-80,Single,0,0,0
TX-5 FT,300,33.75,7.25,24-31,25-80,65-80,Single,0,0,0
TX-5 SF,290,43.625,7.75,26-31,25-80,65-80,Single,0,0,0
TR-4 FT,305,35.5,7.625,25-31,25-80,65-80,Single,0,0,0
TR-4 SF,295,35.25,8.125,26-31,25-80,65-80,Single,0,0,0
Nugebow FT,285,35.325,9.125,27-33,25-80,65-80,Single,0,0,0
Nugebow SF,275,35.25,9.625,28-32,25-80,65-80,Single,0,0,0
NT XL FT,240,40.5,10.0,30-35,25-80,65-80,Single,0,0,0
NT XL SF,230,40.5,10.5,30-35,25-80,65-80,Single,0,0,0
-,Richwood
Encore33 P1,290,33.0,7.5,24-32,40-70,60-75,Single,0,0,0
Encore33 P3,270,33.0,7.5,24-32,40-70,60-75,Single,0,0,0
Encore35 P1,295,35.0,7.0,24-32,40-70,60-75,Single,0,0,0
Encore35 P3,275,35.0,7.0,24-32,40-70,60-75,Single,0,0,0
Encore37 P1,300,37.0,6.75,24-32,40-70,60-75,Single,0,0,0
Encore37 P3,280,37.0,6.75,24-32,40-70,60-75,Single,0,0,0
Challenger37 P1,300,37.0,6.75,23-33,40-70,60-75,Single,0,0,0
Challenger37 P3,280,37.0,6.75,23-33,40-70,60-75,Single,0,0,0
Challenger39 P1,298,39.0,7.0,23-33,40-70,60-75,Single,0,0,0
Challenger39 P3,278,39.0,7.0,23-33,40-70,60-75,Single,0,0,0
Challenger41 P1,296,41.0,7.25,23-33,40-70,60-75,Single,0,0,0
Challenger41 P3,276,41.0,7.25,23-33,40-70,60-75,Single,0,0,0
Challenger43 P1,290,43.0,7.5,23-33,40-70,60-75,Single,0,0,0
Challenger43 P3,270,43.0,7.5,23-33,40-70,60-75,Single,0,0,0
Challenger45 P1,285,45.0,7.75,23-33,40-70,60-75,Single,0,0,0
Challenger45 P3,265,45.0,7.75,23-33,40-70,60-75,Single,0,0,0
System37 P1,300,37.0,6.75,24-34,40-70,60-75,Single,0,0,0
System37 P2,320,37.0,6.75,24-34,40-70,60-75,Twin,0,0,0
System37 P3,280,37.0,6.75,24-34,40-70,60-75,Single,0,0,0
System39 P1,297,39.0,7.0,24-34,40-70,60-75,Single,0,0,0
System39 P2,316,39.0,7.0,24-34,40-70,60-75,Twin,0,0,0
System39 P3,277,39.0,7.0,24-34,40-70,60-75,Single,0,0,0
System41 P1,295,41.0,7.25,24-34,40-70,60-75,Single,0,0,0
System41 P2,312,41.0,7.25,24-34,40-70,60-75,Twin,0,0,0
System41 P3,275,41.0,7.25,24-34,40-70,60-75,Single,0,0,0
System43 P1,289,43.0,7.5,24-34,40-70,60-75,Single,0,0,0
System43 P2,308,43.0,7.5,24-34,40-70,60-75,Twin,0,0,0
System43 P3,269,43.0,7.5,24-34,40-70,60-75,Single,0,0,0
System45 P1,284,45.0,7.75,24-34,40-70,60-75,Single,0,0,0
System45 P2,302,45.0,7.75,24-34,40-70,60-75,Twin,0,0,0
System45 P3,264,45.0,7.75,24-34,40-70,60-75,Single,0,0,0
Contender37 P1,290,37.0,8.125,25-35,40-70,60-75,Single,0,0,0
Contender37 P2,310,37.0,8.125,25-35,40-70,60-75,Twin,0,0,0
Contender37 P3,270,37.0,8.125,25-35,40-70,60-75,Single,0,0,0
Contender39 P1,288,39.0,8.25,25-35,40-70,60-75,Single,0,0,0
Contender39 P2,308,39.0,8.25,25-35,40-70,60-75,Twin,0,0,0
Contender39 P3,268,39.0,8.25,25-35,40-70,60-75,Single,0,0,0
Contender41 P1,286,41.0,8.375,25-35,40-70,60-75,Single,0,0,0
Contender41 P2,306,41.0,8.375,25-35,40-70,60-75,Twin,0,0,0
Contender41 P3,266,41.0,8.375,25-35,40-70,60-75,Single,0,0,0
Contender43 P1,284,43.0,8.5,25-35,40-70,60-75,Single,0,0,0
Contender43 P2,304,43.0,8.5,25-35,40-70,60-75,Twin,0,0,0
Contender43 P3,264,43.0,8.5,25-35,40-70,60-75,Single,0,0,0
Contender45 P1,282,45.0,8.75,25-35,40-70,60-75,Single,0,0,0
Contender45 P2,302,45.0,8.75,25-35,40-70,60-75,Twin,0,0,0
Contender45 P3,262,45.0,8.75,25-35,40-70,60-75,Single,0,0,0
Swampmaster30 P1,300,30.0,6.875,23-31,40-70,60-75,Single,0,0,0
Swampmaster30 P3,285,30.0,6.875,23-31,40-70,60-75,Single,0,0,0
Swampmaster32 P1,296,32.0,7.0,23-31,40-70,60-75,Single,0,0,0
Swampmaster32 P3,281,32.0,7.0,23-31,40-70,60-75,Single,0,0,0
Swampmaster34 P1,292,34.0,7.25,23-31,40-70,60-75,Single,0,0,0
Swampmaster34 P3,277,34.0,7.25,23-31,40-70,60-75,Single,0,0,0
TalonII P1,290,36.0,6.875,23-31,40-70,60-75,Single,0,0,0
TalonII P3,270,36.0,6.875,23-31,40-70,60-75,Single,0,0,0
-,Stacey
Sawtooth35 RLS,310,35.0,5.75,23-31,40-80,65,Twin,0,0,0
Sawtooth35 SLS,310,35.0,5.75,23-31,40-80,65,Twin,0,0,0
Sawtooth35 RLWS,305,35.0,5.75,23-31,40-80,65/80,Single,0,0,0
Sawtooth35 SLWS,305,35.0,5.75,23-31,40-80,65/80,Single,0,0,0
Sawtooth37 RLS,305,37.0,5.75,23-31,40-80,65,Twin,0,0,0
Sawtooth37 SLS,305,37.0,5.75,23-31,40-80,65,Twin,0,0,0
Sawtooth37 RLWS,300,37.0,5.75,23-31,40-80,65/80,Single,0,0,0
Sawtooth37 SLWS,300,37.0,5.75,23-31,40-80,65/80,Single,0,0,0
Targhee37 RLW,275,37.0,8.0,24-34,40-80,60,Twin,0,0,0
Targhee37 RLS,295,37.0,8.0,24-34,40-80,60,Twin,0,0,0
Targhee37 RLWS,290,37.0,8.0,24-34,40-80,60,Single,0,0,0
Targhee39 RLW,270,39.0,8.25,24-34,40-80,60,Twin,0,0,0
Targhee39 RLS,290,39.0,8.25,24-34,40-80,60,Twin,0,0,0
Targhee39 RLWS,285,39.0,8.25,24-34,40-80,60,Single,0,0,0
Targhee41 RLW,265,41.0,8.5,24-34,40-80,60,Twin,0,0,0
Targhee41 RLS,285,41.0,8.5,24-34,40-80,60,Twin,0,0,0
Targhee41 RLWS,280,41.0,8.5,24-34,40-80,60,Single,0,0,0
Targhee42 RLRW,260,42.0,8.5,24-34,40-80,60,Twin,0,0,0
Targhee42 RLRS,280,42.0,8.5,24-34,40-80,65,Twin,0,0,0
MightyMite32 YW,230,32.5,6.25,20-40,22-27,65/70,Twin,0,0,0
MightyMite32 YS,250,32.5,6.25,20-40,22-27,65,Twin,0,0,0
