*,2002 Bows
=,MFG,MDL,IBO,A2A,BH,DL,DW,PLO,CAM,STR,CBL,CTL
-,BowTech
MQ1,308,37,7.5,24-30,40-70,80/70,Single,0,0,0
Black Max,330,36,5.5,25-30,40-70,65,Single,0,0,0
Rival Pro,308,40,8.0,25-30,40-70,65,Single,0,0,0
Legacy,308,34,7.5,24-30,40-70,70,Single,0,0,0
Icon,300,37,7.5,24-30,40-70,70,Single,0,0,0
Ultra2,320,36,6.125,22-30,40-70,80/65,Single,0,0,0
Conquest2,310,41,7.0,28-32,40-70,80/60,Single,0,0,0
Sportsman,280,34,7.5,20-32,40-70,70,Single,0,0,0
-,Merlin
Max2000,290,41.25,7.5,23-33,30-70,65,Twin,0,0,0
Lite Storm Solo,305,38,7,26-30,30-70,70,Single,0,0,0
Lite Storm Twin,315,38,6.25,21-31,30-70,65,Twin,0,0,0
Hunter's Quest Solo,305,31.5,7.25,26-30,30-70,70,Single,0,0,0
Hunter's Quest Twin,270,31.5,7,20-26,30-70,75,Twin,0,0,0
-,North American
GrandMaster,300,40.5,7.5,26-33,50-70,70/65,Single,0,0,0
TrophyMaster,308,35.375,7.5,24-31,50-70,70,Single,0,0,0
RackMaster,302,34.375,7.5,24-31,50-70,70,Single,0,0,0
RackMaster Lite,255,31.25,6.25,24-26,30-50,75,Single,0,0,0
CarbonMaster Xtreme,294,35.375,6.875,24-31,50-70,75,Single,0,0,0
TRX,305,35.875,6.625,24-31,50-70,75,Single,0,0,0
Badge,240,34.875,7.125,21-25,15-45,65,Single,0,0,0
Vapor 300,302,34.25,7.25,28-30,50-70,75,Single,0,0,0
Epic Xtreme,303,32,7.5,28-30,60-70,75,Single,0,0,0
Whitetail Pinnacle,298,38,7,28-31,50-70,65,Single,0,0,0
T-Master Xtreme,311,33.5,5.5,24-31,60-70,70,Single,0,0,0
Borsalino Takedown,321,38.25,7,25-32,60-70,65,Single,0,0,0
Splitfire 32 XTR,284,32.75,8.375,28-30,60-70,75,Single,0,0,0
Splitfire 36,290,36,8,28-30,60-70,70,Single,0,0,0
Evolution XTR,290,35.125,6.75,28-30,60-70,65,Single,0,0,0
Sparrowhawk,281,36.5,7.875,25-30,40-50,75,Single,0,0,0
Custom Z-Fire,288,34.5,7,28-31,60-70,65,Single,0,0,0
Titan Express,303,42.5,8,29-32,65-75,65,Single,0,0,0
Hypertech,298,34,7.375,27-31,60-70,75/65,Single,0,0,0
Buckmaster G2,309,21,7.5,28-30,50-70,70/65,Single,0,0,0
Buckmaster 2000,292,39.5,7.375,28-30,60-70,75/65,Single,0,0,0
Young Bucks,160,30,7,20-22,17-22,65,Single,0,0,0
Little Delta,220,34.625,7.125,25-27,35-50,65,Single,0,0,0
Brave Warrior,200,33,7.625,23-25,40,80,Single,0,0,0
Brave Scout,160,30,7,20-22,17-22,65,Single,0,0,0
-,Oneida Eagle
Black Eagle SS,290,44.0,6.25,25-28,35-80,40-80,Hybrid,0,0,0
Black Eagle S,295,44.75,7.25,27-30,35-80,40-80,Hybrid,0,0,0
Black Eagle MLF,300,44.0,6.25,27-30,35-80,40-80,Hybrid,0,0,0
Black Eagle M,305,45.5,6.5,28-31.5,35-80,40-80,Hybrid,0,0,0
Black Eagle L,300,46.75,8.25,32-33,35-80,40-80,Hybrid,0,0,0
Pro Eagle S,295,46.5,7.5,27-30.5,35-80,40-80,Hybrid,0,0,0
Pro Eagle M,305,46.5,7.5,28-32.5,35-80,40-80,Hybrid,0,0,0
-,Parker
Ultra-Lite 31,310,31,7,23-30,50-70,80/65,Single,0,0,0
Ultra-Lite 35,300,35,7,25-32,50-70,80/65,Single,0,0,0
Ultra-Lite Pro,306,38,7.5,25-32,50-70,80/65,Single,0,0,0
Feather-Mag II,298,37,7.875,26-33,50-70,80/65,Single,0,0,0
Stealth-Hunter,305,37,7.125,25-32,50-70,80/65,Single,0,0,0
Hunter-Mag,305,37,7,25-32,50-70,80/65,Single,0,0,0
Challenger,270,32.5,6.25,23-27,30-50,80/65,Single,0,0,0
Junior-Mag,250,31.5,6,19-24,20-40,80,Single,0,0,0
Force-Multiplier II,325,35,6,25-30,50-70,80/65,Single,0,0,0
Force-Multiplier II Comp,325,35,6,25-30,50-70,80/65,Single,0,0,0
Ultra-Lite 31 Comp,310,31,7,23-30,50-70,80/65,Single,0,0,0
Ultra-Lite 35 Comp,300,35,7,25-32,50-70,80/65,Single,0,0,0
Ultra-Lite Pro Comp,306,38,7.5,25-32,50-70,80/65,Single,0,0,0
Challenger Comp,270,32.5,6.25,23-27,30-50,80/65,Single,0,0,0
-,PSE
Nitro Ultimate 1Cam,314,36,6.00,25-30,60-70,80/65,Single,0,0,0
Quantum Ultimate 1Cam,305,39,7.50,27-32,60-70,80/65,Single,0,0,0
Monarch Vector5,277,41,6.75,27-31,50-60,65,Twin,0,0,0
Monarch Ultimate 1Cam,310,39,6.75,26-31,60-70,80/65,Single,0,0,0
Silhouette Vector5,272,41,7.75,26-30,40-60,65,Twin,0,0,0
Silhouette Stinger,285,39.5,7.875,25-29,50-60,75,Single,0,0,0
Firestorm LC,300,30,8.0,27-30,50-70,80/65,Single,0,0,0
Thunderbolt Maxis HL,300,38,7.0,26-30,50-70,75,Twin,0,0,0
Thunderbolt LC,300,36,7.0,27-31,50-70,80/65,Single,0,0,0
Thunderbolt Stinger,278,37.5,6.5,23-27,40-60,75,Single,0,0,0
Dakota SynergyPro 65,300,41,7.25,28-30,60-70,65,Twin,0,0,0
Dakota SynergyPro 75,297,40.5,7.25,28-31,60-70,75,Twin,0,0,0
Dakota Inferno,300,39,6.75,27-31,60-70,75,Single,0,0,0
Nova Vector5,275,39,7.25,26-30,50-70,65,Twin,0,0,0
Nova VectorPro,280,38,7.75,24-30,30-70,75,Twin,0,0,0
Nova Arson,295,36.5,7.50,27-31,60-70,70,Single,0,0,0
Spyder Stinger,275,35,6.75,23-27,40-60,75,Single,0,0,0
Spyder Synergy4,240,32,5.75,19-23,20-40,65,Twin,0,0,0
Bandit Stage3,215,33,6.25,18-24,20-40,60,Single,0,0,0
Nova Stage3,265,38,7.75,24-29,40-65,65,Single,0,0,0
Mach-10 Ultimate 1Cam,311,38,6.5,26-31,60-70,80/65,Single,0,0,0
Mach-10 MN,307,39,6.25,27-30,60-70,65,Single,0,0,0
Mach-10 Maxis HL,307,39,6.25,27-30,60-70,75,Twin,0,0,0
Mach-11 Vector5,268,41,8.50,26-30,50-60,65,Twin,0,0,0
Mach-11 Stinger,292,39,8.875,25-29,50-70,75,Single,0,0,0
Avenger Ultimate 1Cam,305,37,6.75,26-31,60-70,80/65,Single,0,0,0
Enforcer Ultimate 1Cam,300,34,8.0,26-31,60-70,80-65,Single,0,0,0
Xcellerator Ultimate 1Cam,302,32.5,7.75,25-30,60-70,80/65,Single,0,0,0
Team Primos Ultimate 1Cam,308,38,7.5,27-32,60-70,80/65,Single,0,0,0
Carrera Ultimate 1Cam,307,37,6.25,26-30,50-70,65,Single,0,0,0
Stingray LC,305,32,7.25,26-30,60-70,80/65,Single,0,0,0
Diamondback II,305,36.5,6.75,27-31,60-70,80/65,Single,0,0,0
Beast SynergyPro 65,295,39,7.0,26-30,40-70,65,Twin,0,0,0
Beast SynergyPro 75,290,39,7.0,26-30,40-70,75,Twin,0,0,0
Beast Inferno,290,36.5,7.0,27-31,60-70,75,Single,0,0,0
Outlaw Synergy4,210,32.5,6.5,20,25,70,Twin,0,0,0
-,EOF
